Año,Mes,Tipo de servicio,LAT,LNG,Situacion,Reporte
2022,octubre,Higiene y control urbano,-36.878,-60.303,Barrido domiciliario,No hay barrido
2022,octubre,Control ambiental,-36.897,-60.303,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2022,octubre,Habilitaciones,-36.905,-60.306,Comercios,Higiene y limpieza comercial
2022,octubre,Zoonosis,-36.987,-60.278,Animales domésticos,Sueltos en la via pública
2022,octubre,Obras públicas,-36.900,-60.314,Calles urbanas,Calzada asfáltica con baches
2022,octubre,Obras públicas,-36.872,-60.338,Hidráulica,Limpieza de zanjas o canales
2022,octubre,Habilitaciones,-36.947,-60.113,Calidad de alimentos,Venta clandestina de carne
2022,octubre,Tránsito,-36.904,-60.356,Otros,Otra situación no contemplada
2022,octubre,Higiene y control urbano,-36.888,-60.321,Barrido domiciliario,No hay barrido
2022,octubre,Higiene y control urbano,-36.904,-60.305,Malezas o basura acumulada,En espacio público (veredas)
2022,octubre,Higiene y control urbano,-36.877,-60.334,En estado o inclinación peligrosa,Árboles
2022,octubre,Higiene y control urbano,-36.879,-60.332,Malezas o basura acumulada,En espacio público (veredas)
2022,octubre,Obras públicas,-36.869,-60.325,Calles urbanas,Pedido de camión regador
2022,octubre,Zoonosis,-36.907,-60.291,Animales domésticos,Sanitariamente descuidados
2022,octubre,Higiene y control urbano,-36.893,-60.295,Recolección de residuos domiciliarios,No hay recolección
2022,octubre,Obras públicas,-36.925,-60.296,Calles urbanas,Pedido de camión regador
2022,octubre,Vialidad,-36.902,-60.298,Reductor de velocidad,Solicitar nuevo
2022,octubre,Vialidad,-36.952,-60.258,Reductor de velocidad,Solicitar nuevo
2022,octubre,Zoonosis,-36.892,-60.303,Animales domésticos,Sanitariamente descuidados
2022,octubre,Obras públicas,-36.916,-60.313,Otros,Otra situación no contemplada
2022,octubre,Higiene y control urbano,-36.877,-60.328,En estado o inclinación peligrosa,Árboles
2022,octubre,Obras públicas,-36.888,-60.314,Calles urbanas,Calzada asfáltica con baches
2022,octubre,Vialidad,-36.890,-60.318,Otros,Otra situación no contemplada
2022,octubre,Zoonosis,-36.900,-60.324,Animales no domésticos,Sueltos en la via pública
2022,octubre,Tránsito,-36.915,-60.317,Estacionamiento,Vehículos abandonados
2022,octubre,Control ambiental,-36.893,-60.305,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2022,octubre,Zoonosis,-36.883,-60.329,Control de plagas / fumigación,Roedores
2022,octubre,Zoonosis,-36.881,-60.340,Animales domésticos,Sanitariamente descuidados
2022,octubre,Higiene y control urbano,-36.895,-60.344,Malezas o basura acumulada,En espacio público (veredas de terrenos cerrados)
2022,octubre,Control ambiental,-36.893,-60.308,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2022,octubre,Higiene y control urbano,-36.890,-60.305,Recolección de residuos domiciliarios,No hay recolección
2022,octubre,Higiene y control urbano,-36.889,-60.305,Malezas o basura acumulada,Basural a cielo abierto
2022,octubre,"Parques, plazas y espacios públicos",-36.879,-60.329,Mobiliario,Luminaria sin funcionamiento
2022,octubre,Zoonosis,-36.873,-60.332,Control de plagas / fumigación,Roedores
2022,octubre,Control ambiental,-36.864,-60.155,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2022,octubre,Obras públicas,-36.893,-60.305,Cloacas,Rotura de caño
2022,octubre,Vialidad,-36.919,-60.311,Reductor de velocidad,Solicitar nuevo
2022,octubre,Tránsito,-36.904,-60.330,Estacionamiento,Vehículos estacionados en lugar no permitido
2022,octubre,Obras particulares,-36.911,-60.318,Obra en construcción,Invasión de propiedad privada o vía pública
2022,octubre,"Parques, plazas y espacios públicos",-36.880,-60.313,Mobiliario,Mantenimiento a monumento u ornamentación
2022,octubre,Zoonosis,-36.889,-60.306,Animales domésticos,Sueltos en la via pública
2022,octubre,"Parques, plazas y espacios públicos",-36.921,-60.327,Césped,Con falta de mantenimiento o riego
2022,octubre,Zoonosis,-36.900,-60.314,Animales domésticos,Sueltos en la via pública
2022,octubre,Higiene y control urbano,-36.897,-60.325,Barrido domiciliario,No hay barrido
2022,octubre,Árboles en la vía pública,-36.902,-60.282,Arbolado,Pedido de poda en vía pública
2022,octubre,Higiene y control urbano,-36.926,-60.321,Barrido domiciliario,No hay barrido
2022,octubre,Zoonosis,-36.898,-60.319,Animales domésticos,Sueltos en la via pública
2022,octubre,Obras públicas,-36.899,-60.318,Iluminación,Lampara sin funcionamiento o deficiente
2022,octubre,Control ambiental,-36.927,-60.299,Otros,Otra situación no contemplada
2022,octubre,Habilitaciones,-36.908,-60.331,Calidad de alimentos,Venta de alimentos no aptos para consumo humano
2022,octubre,Obras públicas,-36.879,-60.329,Iluminación,Lampara sin funcionamiento o deficiente
2022,octubre,Higiene y control urbano,-36.882,-60.329,Recolección de residuos domiciliarios,No hay recolección
2022,octubre,Higiene y control urbano,-36.884,-60.304,Malezas o basura acumulada,En espacio público (veredas de terrenos cerrados)
2022,octubre,Obras públicas,-36.919,-60.313,Otros,Otra situación no contemplada
2022,octubre,Higiene y control urbano,-36.877,-60.320,Barrido domiciliario,No hay barrido
2022,octubre,Higiene y control urbano,-36.897,-60.319,Malezas o basura acumulada,En espacio público (veredas)
2022,octubre,Higiene y control urbano,-36.903,-60.334,Malezas o basura acumulada,En espacio público (veredas)
2022,octubre,Higiene y control urbano,-36.942,-60.157,Malezas o basura acumulada,En espacio privado (casa abandonada)
2022,octubre,Higiene y control urbano,-36.896,-60.296,Barrido domiciliario,No hay barrido
2022,octubre,Habilitaciones,-36.901,-60.333,Comercios,Higiene y limpieza comercial
2022,octubre,Obras públicas,-36.906,-60.317,Otros,Otra situación no contemplada
2022,octubre,Zoonosis,-36.878,-60.338,Animales no domésticos,Crianza inadecuada
2022,octubre,Habilitaciones,-36.883,-60.334,Comercios,Falta de habilitación
2022,octubre,Habilitaciones,-36.905,-60.296,Comercios,Higiene y limpieza comercial
2022,octubre,Higiene y control urbano,-36.888,-60.336,Malezas o basura acumulada,En espacio público (veredas)
2022,octubre,Obras públicas,-36.915,-60.286,Otros,Otra situación no contemplada
2022,octubre,Obras públicas,-36.892,-60.333,Calles urbanas,Calzada asfáltica con baches
2022,octubre,"Parques, plazas y espacios públicos",-36.888,-60.322,Mobiliario,Mantenimiento a monumento u ornamentación
2022,octubre,Obras públicas,-36.894,-60.331,Otros,Otra situación no contemplada
2022,octubre,Zoonosis,-36.905,-60.337,Animales domésticos,Sanitariamente descuidados
2022,octubre,Higiene y control urbano,-36.902,-60.334,Malezas o basura acumulada,En espacio público (veredas de terrenos cerrados)
2022,octubre,Vialidad,-36.949,-60.255,Reductor de velocidad,Solicitar nuevo
2022,octubre,Higiene y control urbano,-36.899,-60.298,Barrido domiciliario,No hay barrido
2022,octubre,Zoonosis,-36.929,-60.319,Animales domésticos,Sueltos en la via pública
2022,octubre,Zoonosis,-36.935,-60.155,Control de plagas / fumigación,Roedores
2022,octubre,Habilitaciones,-36.931,-60.165,Comercios,Falta de habilitación
2022,octubre,Tránsito,-36.931,-60.165,Estacionamiento,Vehículos estacionados en lugar no permitido
2022,octubre,Habilitaciones,-36.947,-60.112,Comercios,Falta de habilitación
2022,octubre,Higiene y control urbano,-36.902,-60.331,Malezas o basura acumulada,En espacio público (veredas)
2022,octubre,Obras públicas,-36.887,-60.328,Nomenclador de calles,Con falta de mantenimiento
2022,octubre,Vialidad,-36.926,-60.297,Reductor de velocidad,Solicitar nuevo
2022,octubre,Higiene y control urbano,-36.906,-60.328,En estado o inclinación peligrosa,Árboles
2022,octubre,Tránsito,-36.904,-60.356,Circulación de vehículos,Ruidos molestos
2022,octubre,Control ambiental,-36.910,-60.312,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2022,octubre,Zoonosis,-36.894,-60.305,Animales domésticos,Sueltos en la via pública
2022,octubre,Habilitaciones,-36.876,-60.337,Calidad de alimentos,Venta de alimentos con fecha caducada
2022,octubre,Zoonosis,-36.900,-60.332,Animales domésticos,Sueltos en la via pública
2022,octubre,Obras públicas,-36.893,-60.288,Hidráulica,Pedido de obra
2022,octubre,Zoonosis,-36.878,-60.327,Animales domésticos,Sanitariamente descuidados
2022,octubre,Control ambiental,-36.953,-60.264,Olores y humos,En una industria
2022,octubre,Higiene y control urbano,-36.881,-60.308,Malezas o basura acumulada,En espacio privado (baldío abierto)
2022,octubre,Control ambiental,-36.860,-60.304,Otros,Otra situación no contemplada
2022,octubre,Zoonosis,-36.894,-60.293,Animales domésticos,Sueltos en la via pública
2022,octubre,Vialidad,-36.921,-60.310,Reductor de velocidad,Solicitar nuevo
2022,octubre,Zoonosis,-36.901,-60.315,Control de plagas / fumigación,Roedores
2022,octubre,Obras públicas,-36.905,-60.307,Calles urbanas,Calzada asfáltica con baches
2022,octubre,Obras públicas,-36.911,-60.346,Gas,Pedido de ampliación de red
2022,octubre,Higiene y control urbano,-36.890,-60.323,Recolección de residuos domiciliarios,No hay recolección
2022,octubre,Habilitaciones,-36.897,-60.317,Comercios,Higiene y limpieza comercial
2022,octubre,Habilitaciones,-36.909,-60.315,Calidad de alimentos,Venta de alimentos con fecha caducada
2022,octubre,Higiene y control urbano,-36.876,-60.329,Malezas o basura acumulada,En espacio privado (baldío abierto)
2022,octubre,Vialidad,-36.910,-60.316,Reductor de velocidad,Solicitar nuevo
2022,noviembre,Higiene y control urbano,-36.889,-60.332,En estado o inclinación peligrosa,Postes (cablevisión)
2022,noviembre,Higiene y control urbano,-36.898,-60.332,Malezas o basura acumulada,En espacio privado (casa abandonada)
2022,noviembre,Zoonosis,-36.869,-60.317,Animales domésticos,Sueltos en la via pública
2022,noviembre,Árboles en la vía pública,-36.897,-60.307,Arbolado,Pedido de extracción en via pública
2022,noviembre,Vialidad,-36.897,-60.307,Señalización vial,Solicitar nueva
2022,noviembre,Transporte público,-36.944,-60.269,Transporte de pasajeros (remises/combis/colectivos),Incumplimiento de parada
2022,noviembre,Higiene y control urbano,-36.876,-60.328,Malezas o basura acumulada,En espacio privado (baldío abierto)
2022,noviembre,Tránsito,-36.904,-60.330,Estacionamiento,Vehículos estacionados en lugar no permitido
2022,noviembre,Zoonosis,-36.876,-60.328,Control de plagas / fumigación,Roedores
2022,noviembre,Habilitaciones,-36.908,-60.314,Comercios,Higiene y limpieza comercial
2022,noviembre,Higiene y control urbano,-36.892,-60.308,Barrido domiciliario,No hay barrido
2022,noviembre,Higiene y control urbano,-36.908,-60.343,Malezas o basura acumulada,En espacio privado (casa abandonada)
2022,noviembre,Higiene y control urbano,-36.899,-60.285,Malezas o basura acumulada,Basural a cielo abierto
2022,noviembre,Zoonosis,-36.858,-60.159,Animales domésticos,Sueltos en la via pública
2022,noviembre,Higiene y control urbano,-36.915,-60.321,Barrido domiciliario,No hay barrido
2022,noviembre,Zoonosis,-36.924,-60.321,Animales domésticos,Sueltos en la via pública
2022,noviembre,Obras particulares,-36.885,-60.326,Obra en construcción,Sin habilitación
2022,noviembre,Tránsito,-36.915,-60.319,Estacionamiento,Vehículos estacionados en lugar no permitido
2022,noviembre,Higiene y control urbano,-36.884,-60.323,Malezas o basura acumulada,En espacio público (veredas)
2022,noviembre,Control ambiental,-36.916,-60.307,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2022,noviembre,Control ambiental,-36.891,-60.307,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2022,noviembre,Zoonosis,-36.923,-60.317,Animales domésticos,Sueltos en la via pública
2022,noviembre,Higiene y control urbano,-36.935,-60.155,Malezas o basura acumulada,En espacio público (veredas)
2022,noviembre,Obras públicas,-36.891,-60.310,Hidráulica,Limpieza de boca de tormenta
2022,noviembre,Habilitaciones,-36.898,-60.317,Comercios,Higiene y limpieza comercial
2022,noviembre,Tránsito,-36.903,-60.312,Estacionamiento,Vehículos abandonados
2022,noviembre,Higiene y control urbano,-36.902,-60.296,Malezas o basura acumulada,En espacio privado (baldío abierto)
2022,noviembre,Obras públicas,-36.880,-60.344,Calles urbanas,Calzada de tierra con baches
2022,noviembre,Higiene y control urbano,-36.891,-60.323,Barrido domiciliario,No hay barrido
2022,noviembre,Árboles en la vía pública,-36.899,-60.302,Arbolado,Pedido de poda en vía pública
2022,noviembre,Higiene y control urbano,-36.885,-60.304,Barrido domiciliario,No hay barrido
2022,noviembre,Zoonosis,-36.871,-60.313,Animales domésticos,Sueltos en la via pública
2022,noviembre,Higiene y control urbano,-36.880,-60.296,Recolección de residuos domiciliarios,No hay recolección
2022,noviembre,Obras públicas,-36.880,-60.298,Iluminación,Lampara sin funcionamiento o deficiente
2022,noviembre,Obras públicas,-36.879,-60.297,Otros,Otra situación no contemplada
2022,noviembre,Obras públicas,-36.880,-60.297,Hidráulica,Limpieza de zanjas o canales
2022,noviembre,Vialidad,-36.894,-60.321,Señalización vial,Solicitar nueva
2022,noviembre,Obras públicas,-36.890,-60.316,Otros,Otra situación no contemplada
2022,noviembre,Habilitaciones,-36.878,-60.331,Comercios,Falta de habilitación
2022,noviembre,Higiene y control urbano,-36.904,-60.335,Malezas o basura acumulada,En espacio privado (baldío abierto)
2022,noviembre,Higiene y control urbano,-36.905,-60.330,Recolección de residuos domiciliarios,No hay recolección
2022,noviembre,Obras públicas,-36.907,-60.326,Iluminación,Lampara sin funcionamiento o deficiente
2022,noviembre,Higiene y control urbano,-36.881,-60.286,Recolección de residuos domiciliarios,No hay recolección
2022,noviembre,Zoonosis,-36.932,-60.289,Animales domésticos,Sanitariamente descuidados
2022,noviembre,Higiene y control urbano,-36.888,-60.334,Malezas o basura acumulada,En espacio privado (baldío abierto)
2022,noviembre,Higiene y control urbano,-36.912,-60.317,Recolección de residuos domiciliarios,Recolección deficiente
2022,noviembre,Higiene y control urbano,-36.912,-60.317,Barrido domiciliario,No hay barrido
2022,noviembre,Higiene y control urbano,-36.899,-60.307,Barrido domiciliario,No hay barrido
2022,noviembre,Higiene y control urbano,-36.899,-60.306,Malezas o basura acumulada,En espacio privado (casa abandonada)
2022,noviembre,Higiene y control urbano,-36.906,-60.328,Barrido domiciliario,No hay barrido
2022,noviembre,Vialidad,-36.888,-60.309,Señalización vial,Solicitar nueva
2022,noviembre,Higiene y control urbano,-36.877,-60.320,En estado o inclinación peligrosa,Postes (telefonica)
2022,noviembre,Higiene y control urbano,-36.865,-60.277,Recolección de residuos domiciliarios,No hay recolección
2022,noviembre,Higiene y control urbano,-36.888,-60.304,Recolección de residuos domiciliarios,No hay recolección
2022,noviembre,Zoonosis,-36.891,-60.311,Animales domésticos,Sueltos en la via pública
2022,noviembre,Obras públicas,-36.869,-60.313,Mantenimiento,Iluminación deficiente
2022,noviembre,Atención del personal municipal,-36.918,-60.311,Otros,Otra situación no contemplada
2022,noviembre,Obras públicas,-36.895,-60.299,Calles urbanas,"Calzada asfáltica rota, hundida o levantada"
2022,noviembre,Obras públicas,-36.888,-60.304,Cloacas,Daños a privados por obra pública
2022,noviembre,Zoonosis,-36.917,-60.315,Animales domésticos,Sueltos en la via pública
2022,noviembre,Obras públicas,-36.867,-60.344,Caminos rurales,Falta mantenimiento de rutina
2022,noviembre,Higiene y control urbano,-36.953,-60.251,Malezas o basura acumulada,En espacio privado (baldío abierto)
2022,noviembre,Higiene y control urbano,-36.879,-60.314,Malezas o basura acumulada,En espacio privado (baldío abierto)
2022,noviembre,Higiene y control urbano,-36.904,-60.317,Barrido domiciliario,No hay barrido
2022,noviembre,Zoonosis,-36.875,-60.320,Animales domésticos,Sueltos en la via pública
2022,noviembre,Higiene y control urbano,-36.894,-60.325,Malezas o basura acumulada,En espacio privado (casa abandonada)
2022,noviembre,Obras públicas,-36.906,-60.286,Calles urbanas,Calzada de tierra empantanada
2022,noviembre,Obras públicas,-36.889,-60.353,Calles urbanas,Calzada de tierra con baches
2022,noviembre,Higiene y control urbano,-36.894,-60.327,En estado o inclinación peligrosa,Árboles
2022,noviembre,Obras públicas,-36.879,-60.320,Hidráulica,Limpieza de boca de tormenta
2022,noviembre,Habilitaciones,-36.877,-60.331,Comercios,Higiene y limpieza comercial
2022,noviembre,Hospitales y centros periféricos de salud,-36.884,-60.313,Otros,Otra situación no contemplada
2022,noviembre,Vialidad,-36.906,-60.330,Reductor de velocidad,Solicitar nuevo
2022,noviembre,Zoonosis,-36.876,-60.343,Animales domésticos,Sanitariamente descuidados
2022,noviembre,Control ambiental,-36.917,-60.314,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2022,noviembre,Zoonosis,-36.917,-60.314,Animales domésticos,Sueltos en la via pública
2022,noviembre,Cultura,-36.904,-60.322,Otros,Otra situación no contemplada
2022,noviembre,Zoonosis,-36.902,-60.303,Animales domésticos,Sueltos en la via pública
2022,noviembre,Higiene y control urbano,-36.891,-60.303,Malezas o basura acumulada,En espacio privado (baldío abierto)
2022,noviembre,Zoonosis,-36.915,-60.302,Animales domésticos,Sueltos en la via pública
2022,noviembre,Higiene y control urbano,-36.903,-60.309,Barrido domiciliario,No hay barrido
2022,noviembre,Zoonosis,-36.917,-60.305,Animales domésticos,Sanitariamente descuidados
2022,noviembre,Zoonosis,-36.874,-60.320,Control de plagas / fumigación,Roedores
2022,noviembre,Higiene y control urbano,-36.906,-60.334,Malezas o basura acumulada,En espacio privado (baldío abierto)
2022,noviembre,Zoonosis,-36.928,-60.318,Animales domésticos,Sanitariamente descuidados
2022,noviembre,Habilitaciones,-36.902,-60.302,Comercios,Higiene y limpieza comercial
2022,noviembre,Zoonosis,-36.909,-60.310,Animales domésticos,Sueltos en la via pública
2022,noviembre,Obras públicas,-36.895,-60.319,Hidráulica,Limpieza de boca de tormenta
2022,noviembre,Higiene y control urbano,-36.880,-60.296,Recolección de residuos domiciliarios,No hay recolección
2022,noviembre,Higiene y control urbano,-36.885,-60.322,En estado o inclinación peligrosa,Postes (telefonica)
2022,noviembre,Hospitales y centros periféricos de salud,-36.884,-60.312,Calidad y atención del servicio,Deficiencia en la programación de turnos
2022,noviembre,Higiene y control urbano,-36.903,-60.299,Malezas o basura acumulada,En espacio privado (baldío abierto)
2022,noviembre,Zoonosis,-36.845,-60.233,Animales domésticos,Sanitariamente descuidados
2022,noviembre,Obras públicas,-36.880,-60.314,Cloacas,Pedido de ampliación de red
2022,noviembre,Obras públicas,-36.929,-60.288,Calles urbanas,Calzada asfáltica con baches
2022,noviembre,Tránsito,-36.900,-60.315,Estacionamiento,Vehículos estacionados en lugar no permitido
2022,noviembre,Higiene y control urbano,-36.910,-60.287,Recolección de residuos domiciliarios,No hay recolección
2022,noviembre,Tránsito,-36.904,-60.330,Estacionamiento,Vehículos estacionados en lugar no permitido
2022,noviembre,Zoonosis,-36.875,-60.324,Animales domésticos,Sueltos en la via pública
2022,noviembre,Higiene y control urbano,-36.880,-60.313,Otros,Otra situación no contemplada
2022,noviembre,Árboles en la vía pública,-36.908,-60.332,Arbolado,Pedido de poda en vía pública
2022,noviembre,Zoonosis,-36.875,-60.338,Control de plagas / fumigación,Roedores
2022,noviembre,Higiene y control urbano,-36.878,-60.343,Malezas o basura acumulada,En espacio privado (baldío abierto)
2022,noviembre,Higiene y control urbano,-36.882,-60.306,Malezas o basura acumulada,En espacio privado (baldío abierto)
2022,noviembre,Higiene y control urbano,-36.881,-60.305,Malezas o basura acumulada,En espacio privado (baldío abierto)
2022,noviembre,Higiene y control urbano,-36.893,-60.325,Recolección de residuos domiciliarios,Recolección deficiente
2022,noviembre,Higiene y control urbano,-36.916,-60.323,Barrido domiciliario,No hay barrido
2022,noviembre,Zoonosis,-36.906,-60.311,Animales domésticos,Sueltos en la via pública
2022,noviembre,Zoonosis,-36.892,-60.340,Animales domésticos,Sanitariamente descuidados
2022,noviembre,Vialidad,-36.922,-60.313,Reductor de velocidad,Solicitar nuevo
2022,noviembre,Zoonosis,-36.891,-60.302,Animales domésticos,Sanitariamente descuidados
2022,noviembre,Higiene y control urbano,-36.926,-60.313,Malezas o basura acumulada,En espacio privado (casa abandonada)
2022,noviembre,Vialidad,-36.920,-60.310,Otros,Otra situación no contemplada
2022,noviembre,Higiene y control urbano,-36.926,-60.317,Recolección de residuos domiciliarios,No hay recolección
2022,noviembre,Tránsito,-36.901,-60.299,Estacionamiento,Vehículos estacionados en lugar no permitido
2022,noviembre,Vialidad,-36.925,-60.293,Reductor de velocidad,Dañado
2022,noviembre,Higiene y control urbano,-36.878,-60.319,Malezas o basura acumulada,En espacio privado (baldío abierto)
2022,noviembre,Tránsito,-36.878,-60.319,Estacionamiento,Vehículos abandonados
2022,noviembre,Obras públicas,-36.872,-60.325,Otros,Otra situación no contemplada
2022,noviembre,Higiene y control urbano,-36.941,-60.160,Malezas o basura acumulada,En espacio público (veredas)
2022,noviembre,Higiene y control urbano,-36.892,-60.341,Barrido domiciliario,No hay barrido
2022,noviembre,Control ambiental,-36.894,-60.346,Otros,Otra situación no contemplada
2022,noviembre,Obras públicas,-36.920,-60.310,Calles urbanas,Calzada asfáltica con baches
2022,noviembre,Higiene y control urbano,-36.879,-60.318,Malezas o basura acumulada,En espacio privado (baldío abierto)
2022,noviembre,Zoonosis,-36.887,-60.296,Animales domésticos,Sueltos en la via pública
2022,noviembre,Higiene y control urbano,-36.888,-60.320,Malezas o basura acumulada,En espacio privado (baldío abierto)
2022,noviembre,Higiene y control urbano,-36.906,-60.321,Recolección de residuos domiciliarios,No hay recolección
2022,diciembre,Control ambiental,-36.898,-60.344,Otros,Otra situación no contemplada
2022,diciembre,Habilitaciones,-36.884,-60.315,Comercios,Falta de habilitación
2022,diciembre,Vialidad,-36.887,-60.294,Reductor de velocidad,Solicitar nuevo
2022,diciembre,Higiene y control urbano,-36.910,-60.324,Barrido domiciliario,No hay barrido
2022,diciembre,Higiene y control urbano,-36.896,-60.296,Malezas o basura acumulada,En espacio privado (baldío abierto)
2022,diciembre,Zoonosis,-36.896,-60.296,Control de plagas / fumigación,Roedores
2022,diciembre,Zoonosis,-36.892,-60.311,Control de plagas / fumigación,Roedores
2022,diciembre,Habilitaciones,-36.894,-60.322,Calidad de alimentos,Venta de alimentos con fecha caducada
2022,diciembre,Habilitaciones,-36.976,-60.282,Comercios,Falta de habilitación
2022,diciembre,Higiene y control urbano,-36.877,-60.318,Malezas o basura acumulada,En espacio privado (baldío abierto)
2022,diciembre,Obras públicas,-36.920,-60.310,Otros,Otra situación no contemplada
2022,diciembre,Atención del personal municipal,-36.924,-60.298,Otros,Otra situación no contemplada
2022,diciembre,Zoonosis,-36.895,-60.341,Animales domésticos,Denunciar mordeduras
2022,diciembre,Higiene y control urbano,-36.877,-60.335,Malezas o basura acumulada,En espacio privado (baldío abierto)
2022,diciembre,Higiene y control urbano,-36.877,-60.334,En estado o inclinación peligrosa,Árboles
2022,diciembre,Higiene y control urbano,-36.882,-60.330,Malezas o basura acumulada,En espacio privado (baldío abierto)
2022,diciembre,Higiene y control urbano,-36.881,-60.330,Malezas o basura acumulada,En espacio privado (baldío abierto)
2022,diciembre,Higiene y control urbano,-36.918,-60.326,Malezas o basura acumulada,En espacio privado (baldío abierto)
2022,diciembre,Zoonosis,-36.899,-60.302,Animales domésticos,Sanitariamente descuidados
2022,diciembre,Obras públicas,-36.926,-60.316,Iluminación,Lampara sin funcionamiento o deficiente
2022,diciembre,Transporte público,-36.893,-60.321,Transporte de pasajeros (remises/combis/colectivos),Sin habilitación
2022,diciembre,Árboles en la vía pública,-36.890,-60.336,Arbolado,Pedido de poda en vía pública
2022,diciembre,Obras públicas,-36.910,-60.313,Otros,Otra situación no contemplada
2022,diciembre,Zoonosis,-36.904,-60.338,Otros,Otra situación no contemplada
2022,diciembre,Higiene y control urbano,-36.881,-60.309,Malezas o basura acumulada,En espacio público (veredas)
2022,diciembre,Habilitaciones,-36.903,-60.317,Comercios,Uso del espacio público para exhibir mercadería
2022,diciembre,Zoonosis,-36.907,-60.328,Animales domésticos,Sanitariamente descuidados
2022,diciembre,"Parques, plazas y espacios públicos",-36.910,-60.309,Césped,Con falta de mantenimiento o riego
2022,diciembre,Higiene y control urbano,-36.897,-60.318,Malezas o basura acumulada,En espacio privado (casa abandonada)
2022,diciembre,Higiene y control urbano,-36.920,-60.292,Recolección de residuos domiciliarios,No hay recolección
2022,diciembre,Higiene y control urbano,-36.909,-60.288,Malezas o basura acumulada,En espacio privado (baldío abierto)
2022,diciembre,Higiene y control urbano,-36.877,-60.318,Malezas o basura acumulada,En espacio privado (baldío abierto)
2022,diciembre,Obras públicas,-36.911,-60.319,Hidráulica,Limpieza de boca de tormenta
2022,diciembre,Zoonosis,-36.842,-60.227,Animales domésticos,Sanitariamente descuidados
2022,diciembre,Higiene y control urbano,-36.873,-60.321,Malezas o basura acumulada,En espacio privado (casa abandonada)
2022,diciembre,Higiene y control urbano,-36.921,-60.294,Malezas o basura acumulada,En espacio privado (baldío abierto)
2022,diciembre,Control ambiental,-36.921,-60.294,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2022,diciembre,Obras particulares,-36.875,-60.319,Obra en construcción,Invasión de propiedad privada o vía pública
2022,diciembre,Obras particulares,-36.875,-60.319,Otros,Otra situación no contemplada
2022,diciembre,Obras públicas,-36.911,-60.325,Agua,Pedido de ampliación de red
2022,diciembre,Higiene y control urbano,-36.887,-60.305,Cestos públicos,Recolección deficiente
2022,diciembre,Control ambiental,-36.895,-60.314,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2022,diciembre,Transporte público,-36.883,-60.333,Transporte de pasajeros (remises/combis/colectivos),Incumplimiento de frecuencia
2022,diciembre,Zoonosis,-36.927,-60.316,Animales domésticos,Sueltos en la via pública
2022,diciembre,Zoonosis,-36.884,-60.331,Animales domésticos,Sueltos en la via pública
2022,diciembre,Zoonosis,-36.893,-60.300,Animales domésticos,Sueltos en la via pública
2022,diciembre,Obras públicas,-36.887,-60.312,Agua,Rotura de caño
2022,diciembre,Obras públicas,-36.895,-60.314,Otros,Otra situación no contemplada
2022,diciembre,Higiene y control urbano,-36.906,-60.332,Recolección de residuos domiciliarios,No hay recolección
2022,diciembre,Vialidad,-36.867,-60.344,Señalización vial,Solicitar nueva
2022,diciembre,Obras públicas,-36.900,-60.351,Iluminación,Lampara sin funcionamiento o deficiente
2022,diciembre,Higiene y control urbano,-36.901,-60.349,Barrido domiciliario,No hay barrido
2022,diciembre,Habilitaciones,-36.880,-60.318,Calidad de alimentos,Venta de alimentos no aptos para consumo humano
2022,diciembre,Higiene y control urbano,-36.925,-60.314,Malezas o basura acumulada,En espacio público (veredas)
2022,diciembre,Zoonosis,-36.897,-60.331,Control de plagas / fumigación,Roedores
2022,diciembre,Tránsito,-36.904,-60.330,Estacionamiento,Vehículos estacionados en lugar no permitido
2022,diciembre,Control ambiental,-36.886,-60.325,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2022,diciembre,Habilitaciones,-36.898,-60.323,Calidad de alimentos,Venta de alimentos no aptos para consumo humano
2022,diciembre,Control ambiental,-36.863,-60.339,Efluentes industriales,Arrojo a cuerpos receptores de agua
2022,diciembre,Obras públicas,-36.868,-60.333,Calles urbanas,Calzada de tierra con baches
2022,diciembre,Zoonosis,-36.896,-60.316,Animales domésticos,Sanitariamente descuidados
2022,diciembre,Vialidad,-36.886,-60.354,Reductor de velocidad,Solicitar nuevo
2022,diciembre,Higiene y control urbano,-36.905,-60.295,En estado o inclinación peligrosa,Postes (telefonica)
2022,diciembre,Higiene y control urbano,-36.904,-60.320,Malezas o basura acumulada,En espacio público (veredas de terrenos cerrados)
2022,diciembre,Habilitaciones,-36.902,-60.302,Calidad de alimentos,Posible intoxicación
2022,diciembre,Obras públicas,-36.877,-60.317,Calles urbanas,Calzada asfáltica con baches
2022,diciembre,Obras públicas,-36.805,-60.391,Caminos rurales,Falta mantenimiento de rutina
2022,diciembre,Higiene y control urbano,-36.882,-60.311,Otros,Otra situación no contemplada
